Dato/klokkeslett,NO1,NO2,NO3,NO4,NO5
2024-05-06 Kl. 23-00,0.63455,0.81115,0.51345,0.41076,0.63455
2024-05-07 Kl. 00-01,0.71198,1.15551,0.51735,0.41388,0.71198
2024-05-07 Kl. 01-02,0.70323,1.11918,0.51138,0.40910,0.70323
2024-05-07 Kl. 02-03,0.67040,1.09175,0.50788,0.40630,0.67040
2024-05-07 Kl. 03-04,0.66354,1.13085,0.50685,0.40548,0.66354
2024-05-07 Kl. 04-05,0.70469,1.13216,0.51341,0.41073,0.70469
2024-05-07 Kl. 05-06,0.74014,1.16002,0.52144,0.41715,0.74014
2024-05-07 Kl. 06-07,1.30680,1.30680,0.65085,0.52068,1.30680
2024-05-07 Kl. 07-08,1.67461,1.67461,0.71709,0.57367,1.67461
2024-05-07 Kl. 08-09,1.59116,1.59116,0.81119,0.64895,1.59116
2024-05-07 Kl. 09-10,1.29586,1.29586,0.78143,0.62514,1.29586
2024-05-07 Kl. 10-11,1.18994,1.18994,0.71228,0.56982,1.18994
2024-05-07 Kl. 11-12,1.01996,1.01996,0.71768,0.57414,1.01996
2024-05-07 Kl. 12-13,0.80696,0.80696,0.71110,0.56888,0.80696
2024-05-07 Kl. 13-14,0.73314,0.73314,0.68586,0.54869,0.73314
2024-05-07 Kl. 14-15,0.58433,0.67843,0.58433,0.46746,0.58433
2024-05-07 Kl. 15-16,0.53121,0.69141,0.53121,0.42497,0.53121
2024-05-07 Kl. 16-17,0.75516,0.77340,0.51838,0.41470,0.75516
2024-05-07 Kl. 17-18,0.85540,0.85540,0.51516,0.41213,0.85540
2024-05-07 Kl. 18-19,1.16033,1.16033,0.49474,0.39579,1.16033
2024-05-07 Kl. 19-20,1.16704,1.16704,0.49008,0.39206,1.16704
2024-05-07 Kl. 20-21,1.42353,1.42353,0.45535,0.36428,1.42353
2024-05-07 Kl. 21-22,1.45825,1.45825,0.42588,0.34070,1.45825
2024-05-07 Kl. 22-23,1.08270,1.43636,0.42603,0.34082,1.08270
2024-05-07 Kl. 23-00,0.73751,1.12108,0.36474,0.29179,0.73751
2024-05-08 Kl. 00-01,0.77479,1.19019,0.35763,0.28610,0.77479
2024-05-08 Kl. 01-02,0.76396,1.14571,0.43076,0.34461,0.76396
2024-05-08 Kl. 02-03,0.74406,1.14630,0.44129,0.35303,0.74406
2024-05-08 Kl. 03-04,0.73763,1.16883,0.44641,0.35713,0.73763
2024-05-08 Kl. 04-05,0.76440,1.13504,0.46104,0.36883,0.76440
2024-05-08 Kl. 05-06,0.77610,1.05356,0.47435,0.37948,0.77610
2024-05-08 Kl. 06-07,1.16283,1.16283,0.51809,0.41447,1.16283
2024-05-08 Kl. 07-08,1.68954,1.68954,0.61315,0.49052,1.68954
2024-05-08 Kl. 08-09,1.56083,1.56083,0.62456,0.49965,1.56083
2024-05-08 Kl. 09-10,1.30983,1.30983,0.65748,0.50035,1.30983
2024-05-08 Kl. 10-11,1.21036,1.21036,0.64739,0.50035,1.21036
2024-05-08 Kl. 11-12,1.12655,1.12655,0.63831,0.50035,1.12655
2024-05-08 Kl. 12-13,0.93539,0.93539,0.63568,0.50854,0.93539
2024-05-08 Kl. 13-14,0.87688,0.87688,0.62544,0.50035,0.87688
2024-05-08 Kl. 14-15,0.87921,0.87921,0.62544,0.50035,0.87921
2024-05-08 Kl. 15-16,0.84806,0.84806,0.61228,0.48982,0.84806
2024-05-08 Kl. 16-17,0.90423,0.90423,0.58785,0.47028,0.90423
2024-05-08 Kl. 17-18,1.06323,1.06323,0.62427,0.49942,1.06323
2024-05-08 Kl. 18-19,1.16883,1.16883,0.62471,0.49977,1.16883
2024-05-08 Kl. 19-20,1.43971,1.43971,0.62515,0.50012,1.43971
2024-05-08 Kl. 20-21,1.22793,1.22793,0.62471,0.49977,1.22793
2024-05-08 Kl. 21-22,1.24328,1.24328,0.54747,0.43798,1.24328
2024-05-08 Kl. 22-23,1.05971,1.05971,0.51076,0.40861,1.05971
2024-05-08 Kl. 23-00,1.03763,1.03763,0.48166,0.38533,1.03763
2024-05-09 Kl. 00-01,0.75689,0.90284,0.46339,0.37071,0.75689
2024-05-09 Kl. 01-02,0.74176,0.92574,0.42476,0.33981,0.74176
2024-05-09 Kl. 02-03,0.73721,0.90284,0.41420,0.33136,0.73721
2024-05-09 Kl. 03-04,0.73795,0.90151,0.38028,0.30422,0.73795
2024-05-09 Kl. 04-05,0.73780,0.88023,0.37720,0.30176,0.73780
2024-05-09 Kl. 05-06,0.73780,0.90269,0.37426,0.29941,0.73780
2024-05-09 Kl. 06-07,0.59626,0.91150,0.41772,0.33418,0.59626
2024-05-09 Kl. 07-08,0.64149,0.91899,0.46984,0.37587,0.64149
2024-05-09 Kl. 08-09,0.69581,0.79565,0.48716,0.38973,0.69581
2024-05-09 Kl. 09-10,0.56983,0.56983,0.34269,0.27415,0.56983
2024-05-09 Kl. 10-11,0.15534,0.15534,0.07313,0.05850,0.15534
2024-05-09 Kl. 11-12,0.04845,0.04845,0.02908,0.02326,0.04845
2024-05-09 Kl. 12-13,0.00764,0.00764,0.02203,0.01762,0.00764
2024-05-09 Kl. 13-14,-0.00211,-0.00211,0.02188,0.01750,-0.00211
2024-05-09 Kl. 14-15,-0.00082,-0.00082,0.02173,0.01738,-0.00082
2024-05-09 Kl. 15-16,0.11893,0.11893,0.02188,0.01750,0.11893
2024-05-09 Kl. 16-17,0.54061,0.54061,0.04522,0.03618,0.54061
2024-05-09 Kl. 17-18,0.64149,0.65235,0.29350,0.23480,0.64149
2024-05-09 Kl. 18-19,0.76174,0.83148,0.29291,0.23433,0.76174
2024-05-09 Kl. 19-20,0.74235,1.27591,0.13831,0.11065,0.74235
2024-05-09 Kl. 20-21,0.74279,1.17358,0.09221,0.07377,0.74279
2024-05-09 Kl. 21-22,0.74089,0.94820,0.17649,0.14119,0.74089
2024-05-09 Kl. 22-23,0.73736,0.94733,0.13743,0.10994,0.73736
2024-05-09 Kl. 23-00,0.69551,0.90108,0.04713,0.03770,0.69551
2024-05-10 Kl. 00-01,0.70141,0.77409,0.21804,0.17443,0.70141
2024-05-10 Kl. 01-02,0.68828,0.74402,0.22986,0.18389,0.68828
2024-05-10 Kl. 02-03,0.68419,0.74081,0.23950,0.19160,0.68419
2024-05-10 Kl. 03-04,0.68579,0.75118,0.25978,0.20782,0.68579
2024-05-10 Kl. 04-05,0.68828,0.75774,0.27453,0.21962,0.68828
2024-05-10 Kl. 05-06,0.69921,0.78751,0.30254,0.24203,0.69921
2024-05-10 Kl. 06-07,0.68506,0.84604,0.35216,0.28173,0.68506
2024-05-10 Kl. 07-08,0.72199,0.84195,0.35844,0.28675,0.72199
2024-05-10 Kl. 08-09,0.72811,0.78766,0.36296,0.29037,0.72811
2024-05-10 Kl. 09-10,0.70594,0.70594,0.36325,0.29060,0.70594
2024-05-10 Kl. 10-11,0.58159,0.58159,0.36456,0.29165,0.58159
2024-05-10 Kl. 11-12,0.34823,0.34823,0.36165,0.28932,0.34823
2024-05-10 Kl. 12-13,0.00876,0.00876,0.35873,0.28698,0.00876
2024-05-10 Kl. 13-14,0.00628,0.00628,0.35815,0.28652,0.00628
2024-05-10 Kl. 14-15,0.17615,0.17615,0.35684,0.28547,0.17615
2024-05-10 Kl. 15-16,0.55415,0.55415,0.35713,0.28570,0.55415
2024-05-10 Kl. 16-17,0.69921,0.69921,0.35859,0.28687,0.69921
2024-05-10 Kl. 17-18,0.71761,0.75526,0.36296,0.29037,0.71761
2024-05-10 Kl. 18-19,0.72709,0.76008,0.36355,0.29084,0.72709
2024-05-10 Kl. 19-20,0.73673,0.74636,0.36939,0.29551,0.73673
2024-05-10 Kl. 20-21,0.73701,0.74169,0.36939,0.29551,0.73701
2024-05-10 Kl. 21-22,0.72958,0.75774,0.36180,0.28944,0.72958
2024-05-10 Kl. 22-23,0.72855,0.75585,0.35829,0.28663,0.72855
2024-05-10 Kl. 23-00,0.70885,0.75760,0.35509,0.28407,0.70885
2024-05-11 Kl. 00-01,0.63939,0.63939,0.29650,0.23720,0.63939
2024-05-11 Kl. 01-02,0.61590,0.61590,0.28221,0.22577,0.61590
2024-05-11 Kl. 02-03,0.60453,0.60453,0.27215,0.21772,0.60453
2024-05-11 Kl. 03-04,0.59549,0.59549,0.29169,0.23335,0.59549
2024-05-11 Kl. 04-05,0.59534,0.59534,0.32669,0.26135,0.59534
2024-05-11 Kl. 05-06,0.59199,0.59199,0.33252,0.26602,0.59199
2024-05-11 Kl. 06-07,0.60949,0.61240,0.36695,0.29356,0.60949
2024-05-11 Kl. 07-08,0.69379,0.69379,0.44716,0.35773,0.69379
2024-05-11 Kl. 08-09,0.52694,0.52694,0.49485,0.39588,0.52694
2024-05-11 Kl. 09-10,0.32392,0.32392,0.24837,0.19870,0.32392
2024-05-11 Kl. 10-11,0.12514,0.12514,0.24400,0.19520,0.12514
2024-05-11 Kl. 11-12,0.00000,0.00000,0.24225,0.19380,0.00000
2024-05-11 Kl. 12-13,-0.00677,-0.00677,0.25100,0.20080,-0.00677
2024-05-11 Kl. 13-14,-0.01027,-0.01027,0.23729,0.18983,-0.01027
2024-05-11 Kl. 14-15,-0.01062,-0.01062,0.22285,0.17828,-0.01062
2024-05-11 Kl. 15-16,-0.00035,-0.00035,0.21163,0.16930,-0.00035
2024-05-11 Kl. 16-17,0.28031,0.28031,0.10953,0.08762,0.28031
2024-05-11 Kl. 17-18,0.46626,0.46626,0.45095,0.36076,0.46626
2024-05-11 Kl. 18-19,0.70254,0.70254,0.51454,0.41163,0.70254
2024-05-11 Kl. 19-20,0.70516,0.77122,0.54065,0.43252,0.70516
2024-05-11 Kl. 20-21,0.70750,0.77006,0.48815,0.39052,0.70750
2024-05-11 Kl. 21-22,0.70735,0.77094,0.47414,0.37931,0.70735
2024-05-11 Kl. 22-23,0.70575,0.74484,0.41245,0.32996,0.70575
2024-05-11 Kl. 23-00,0.71144,0.71770,0.36768,0.29414,0.71144
2024-05-12 Kl. 00-01,0.61206,0.70408,0.35635,0.28508,0.61206
2024-05-12 Kl. 01-02,0.60343,0.62361,0.28160,0.22528,0.60343
2024-05-12 Kl. 02-03,0.59933,0.60489,0.20801,0.16641,0.59933
2024-05-12 Kl. 03-04,0.55530,0.55530,0.13195,0.10556,0.55530
2024-05-12 Kl. 04-05,0.56144,0.56144,0.07183,0.05746,0.56144
2024-05-12 Kl. 05-06,0.54096,0.54096,0.06100,0.04880,0.54096
2024-05-12 Kl. 06-07,0.25761,0.25761,0.14790,0.11832,0.25761
2024-05-12 Kl. 07-08,0.06641,0.06641,0.08280,0.06624,0.06641
2024-05-12 Kl. 08-09,0.03804,0.03804,0.16604,0.13283,0.03804
2024-05-12 Kl. 09-10,-0.01159,-0.01159,0.19749,0.15799,-0.01159
2024-05-12 Kl. 10-11,-0.03008,-0.03008,0.20349,0.16279,-0.01170
2024-05-12 Kl. 11-12,-0.04763,-0.04763,0.22309,0.17847,-0.03593
2024-05-12 Kl. 12-13,-0.05957,-0.05957,0.19778,0.15822,-0.03675
2024-05-12 Kl. 13-14,-0.07700,-0.07700,0.18828,0.15062,-0.04892
2024-05-12 Kl. 14-15,-0.06039,-0.06039,0.11381,0.09105,-0.05208
2024-05-12 Kl. 15-16,-0.02446,-0.02446,0.19017,0.15214,-0.02446
2024-05-12 Kl. 16-17,-0.00047,-0.00047,0.23245,0.18596,-0.00047
2024-05-12 Kl. 17-18,0.03789,0.03789,0.23245,0.18596,0.03789
2024-05-12 Kl. 18-19,0.43169,0.43169,0.36161,0.28929,0.43169
2024-05-12 Kl. 19-20,0.58646,0.58646,0.58646,0.46917,0.58646
2024-05-12 Kl. 20-21,0.63166,0.65726,0.61761,0.49409,0.63166
2024-05-12 Kl. 21-22,0.62318,0.71241,0.60196,0.48157,0.62318
2024-05-12 Kl. 22-23,0.61366,0.61601,0.52575,0.42060,0.61366
2024-05-12 Kl. 23-00,0.52093,0.52093,0.40886,0.32709,0.52093
2024-05-13 Kl. 00-01,0.39263,0.39263,0.38326,0.30661,0.39263
2024-05-13 Kl. 01-02,0.36938,0.36938,0.36938,0.29550,0.36938
2024-05-13 Kl. 02-03,0.36586,0.36586,0.36586,0.29269,0.36586
2024-05-13 Kl. 03-04,0.35269,0.35269,0.35269,0.28215,0.35269
2024-05-13 Kl. 04-05,0.39497,0.39497,0.38561,0.30849,0.39497
2024-05-13 Kl. 05-06,0.51185,0.51185,0.49620,0.39696,0.51185
2024-05-13 Kl. 06-07,0.57095,0.57095,0.54535,0.43628,0.57095
2024-05-13 Kl. 07-08,0.65434,0.65434,0.60211,0.48169,0.65434
2024-05-13 Kl. 08-09,0.66106,0.66106,0.64541,0.51633,0.66106
2024-05-13 Kl. 09-10,0.54989,0.54989,0.54989,0.43991,0.54989
2024-05-13 Kl. 10-11,0.38839,0.38839,0.26609,0.21287,0.38839
2024-05-13 Kl. 11-12,0.10299,0.10299,0.25659,0.20527,0.10299
2024-05-13 Kl. 12-13,0.02326,0.02326,0.25044,0.20035,0.02326
2024-05-13 Kl. 13-14,0.01478,0.01478,0.24356,0.19485,0.01478
2024-05-13 Kl. 14-15,0.00439,0.00439,0.24430,0.19544,0.00439
2024-05-13 Kl. 15-16,0.02209,0.02209,0.27019,0.21615,0.02209
2024-05-13 Kl. 16-17,0.25146,0.25146,0.25146,0.20117,0.25146
2024-05-13 Kl. 17-18,0.49635,0.49635,0.49635,0.39708,0.49635
2024-05-13 Kl. 18-19,0.55004,0.55004,0.55004,0.44003,0.55004
2024-05-13 Kl. 19-20,0.54901,0.54901,0.54901,0.43921,0.54901
2024-05-13 Kl. 20-21,0.54258,0.54258,0.54258,0.43406,0.54258
2024-05-13 Kl. 21-22,0.49884,0.49884,0.49884,0.39907,0.49884
2024-05-13 Kl. 22-23,0.44471,0.44471,0.43271,0.34617,0.44471
2024-05-13 Kl. 23-00,0.47806,0.47806,0.33383,0.26706,0.47806
2024-05-14 Kl. 00-01,0.34161,0.34161,0.18045,0.14436,0.34161
2024-05-14 Kl. 01-02,0.29150,0.29150,0.18980,0.15184,0.29150
2024-05-14 Kl. 02-03,0.29121,0.29121,0.18338,0.14670,0.29121
2024-05-14 Kl. 03-04,0.29150,0.29150,0.14436,0.11549,0.29150
2024-05-14 Kl. 04-05,0.29222,0.29222,0.14290,0.11432,0.29222
2024-05-14 Kl. 05-06,0.33621,0.33621,0.18644,0.14915,0.33621
2024-05-14 Kl. 06-07,0.53464,0.53464,0.24986,0.19989,0.53464
2024-05-14 Kl. 07-08,0.55465,0.55465,0.35476,0.28381,0.55465
2024-05-14 Kl. 08-09,0.54633,0.54633,0.37640,0.30112,0.54633
2024-05-14 Kl. 09-10,0.21902,0.21902,0.23583,0.18866,0.21902
2024-05-14 Kl. 10-11,0.00483,0.00483,0.23539,0.18831,0.00483
2024-05-14 Kl. 11-12,-0.01707,-0.01707,0.24956,0.19965,-0.01707
2024-05-14 Kl. 12-13,-0.03507,-0.03507,0.24854,0.19883,-0.03507
2024-05-14 Kl. 13-14,-0.04348,-0.04348,0.19653,0.15722,-0.04348
2024-05-14 Kl. 14-15,-0.05833,-0.05833,0.18980,0.15184,-0.05833
2024-05-14 Kl. 15-16,-0.04664,-0.04664,0.18265,0.14612,-0.04664
2024-05-14 Kl. 16-17,-0.00117,-0.00117,0.18469,0.14775,-0.00117
2024-05-14 Kl. 17-18,0.06151,0.06151,0.12479,0.09983,0.06151
2024-05-14 Kl. 18-19,0.42184,0.42184,0.15708,0.12566,0.42184
2024-05-14 Kl. 19-20,0.53376,0.53376,0.14845,0.11876,0.53376
2024-05-14 Kl. 20-21,0.53523,0.53523,0.14860,0.11888,0.53523
2024-05-14 Kl. 21-22,0.53084,0.53084,0.12566,0.10053,0.53084
2024-05-14 Kl. 22-23,0.47371,0.47371,0.04559,0.03647,0.47371
2024-05-14 Kl. 23-00,0.39233,0.39233,0.02090,0.01672,0.39233
2024-05-15 Kl. 00-01,0.43200,0.43200,0.04506,0.03605,0.43200
2024-05-15 Kl. 01-02,0.45709,0.45709,0.03675,0.02940,0.45709
2024-05-15 Kl. 02-03,0.43229,0.43229,0.01881,0.01505,0.43229
2024-05-15 Kl. 03-04,0.43200,0.43200,0.01866,0.01493,0.43200
2024-05-15 Kl. 04-05,0.42253,0.42253,0.04244,0.03395,0.42253
2024-05-15 Kl. 05-06,0.39204,0.39204,0.04565,0.03652,0.39204
2024-05-15 Kl. 06-07,0.50128,0.50128,0.15825,0.12660,0.50128
2024-05-15 Kl. 07-08,0.53395,0.53395,0.25363,0.20290,0.53395
2024-05-15 Kl. 08-09,0.55261,0.55261,0.36505,0.29204,0.55261
2024-05-15 Kl. 09-10,0.52520,0.52520,0.37381,0.29905,0.52520
2024-05-15 Kl. 10-11,0.27025,0.27025,0.10296,0.08237,0.27025
2024-05-15 Kl. 11-12,0.08240,0.08240,0.08240,0.06592,0.08240
2024-05-15 Kl. 12-13,0.01240,0.01240,0.07308,0.05846,0.01240
2024-05-15 Kl. 13-14,-0.00012,-0.00012,0.12382,0.09906,-0.00012
2024-05-15 Kl. 14-15,-0.00222,-0.00222,0.12398,0.09918,-0.00222
2024-05-15 Kl. 15-16,0.01210,0.01210,0.12382,0.09906,0.01210
2024-05-15 Kl. 16-17,0.09743,0.09743,0.14891,0.11913,0.09743
2024-05-15 Kl. 17-18,0.27434,0.27434,0.25800,0.20640,0.27434
2024-05-15 Kl. 18-19,0.42179,0.42179,0.25830,0.20664,0.42179
2024-05-15 Kl. 19-20,0.50128,0.50128,0.26325,0.21060,0.50128
2024-05-15 Kl. 20-21,0.52621,0.52621,0.26836,0.21469,0.52621
2024-05-15 Kl. 21-22,0.49865,0.50449,0.25815,0.20652,0.49865
2024-05-15 Kl. 22-23,0.50143,0.50143,0.25815,0.20652,0.50143
2024-05-15 Kl. 23-00,0.46700,0.46700,0.22241,0.17793,0.46700
2024-05-16 Kl. 00-01,0.29700,0.29700,0.14508,0.11606,0.29700
2024-05-16 Kl. 01-02,0.28651,0.28651,0.14435,0.11548,0.28651
2024-05-16 Kl. 02-03,0.28638,0.28638,0.12484,0.09987,0.28638
2024-05-16 Kl. 03-04,0.28011,0.28011,0.12425,0.09940,0.28011
2024-05-16 Kl. 04-05,0.28360,0.28360,0.14494,0.11595,0.28360
2024-05-16 Kl. 05-06,0.25054,0.25054,0.25054,0.20043,0.25054
2024-05-16 Kl. 06-07,0.36736,0.36736,0.36736,0.29389,0.36736
2024-05-16 Kl. 07-08,0.51739,0.51739,0.45505,0.36404,0.51739
2024-05-16 Kl. 08-09,0.50981,0.50981,0.50981,0.40785,0.50981
2024-05-16 Kl. 09-10,0.38965,0.38965,0.38965,0.31172,0.38965
2024-05-16 Kl. 10-11,0.24471,0.24471,0.17144,0.13715,0.24471
2024-05-16 Kl. 11-12,0.13008,0.13008,0.14435,0.11548,0.13008
2024-05-16 Kl. 12-13,0.01064,0.01064,0.12396,0.09917,0.01064
2024-05-16 Kl. 13-14,-0.00221,-0.00221,0.12410,0.09928,-0.00221
2024-05-16 Kl. 14-15,-0.00186,-0.00186,0.12396,0.09917,-0.00186
2024-05-16 Kl. 15-16,0.01340,0.01340,0.12410,0.09928,0.01340
2024-05-16 Kl. 16-17,0.14566,0.14566,0.14566,0.11653,0.14566
2024-05-16 Kl. 17-18,0.25170,0.25170,0.25170,0.20136,0.25170
2024-05-16 Kl. 18-19,0.30313,0.30313,0.30313,0.24250,0.30313
2024-05-16 Kl. 19-20,0.35484,0.35484,0.35484,0.28387,0.35484
2024-05-16 Kl. 20-21,0.37071,0.37071,0.35396,0.28317,0.37071
2024-05-16 Kl. 21-22,0.35760,0.35760,0.30661,0.24529,0.35760
2024-05-16 Kl. 22-23,0.32555,0.32555,0.17480,0.13984,0.32555
2024-05-16 Kl. 23-00,0.40465,0.40465,0.14464,0.11571,0.40465
2024-05-17 Kl. 00-01,0.28484,0.28964,0.16169,0.12935,0.28484
2024-05-17 Kl. 01-02,0.27175,0.27989,0.14714,0.11771,0.27175
2024-05-17 Kl. 02-03,0.26811,0.27611,0.06253,0.05002,0.26811
2024-05-17 Kl. 03-04,0.26666,0.27335,0.04100,0.03280,0.26666
2024-05-17 Kl. 04-05,0.27291,0.27291,0.05060,0.04048,0.27291
2024-05-17 Kl. 05-06,0.27901,0.27901,0.07255,0.05804,0.27901
2024-05-17 Kl. 06-07,0.33544,0.33544,0.15543,0.12434,0.33544
2024-05-17 Kl. 07-08,0.43575,0.43575,0.29356,0.23485,0.43575
2024-05-17 Kl. 08-09,0.47181,0.47181,0.36436,0.29149,0.47181
2024-05-17 Kl. 09-10,0.37324,0.37861,0.37324,0.29859,0.37324
2024-05-17 Kl. 10-11,0.28309,0.29166,0.18741,0.14993,0.28309
2024-05-17 Kl. 11-12,0.27088,0.27901,0.17375,0.13900,0.27088
2024-05-17 Kl. 12-13,0.21170,0.21810,0.16241,0.12993,0.21170
2024-05-17 Kl. 13-14,0.20486,0.21098,0.14613,0.11690,0.20486
2024-05-17 Kl. 14-15,0.20196,0.20806,0.13551,0.10841,0.20196
2024-05-17 Kl. 15-16,0.21170,0.21810,0.15426,0.12341,0.21170
2024-05-17 Kl. 16-17,0.27873,0.28701,0.14628,0.11702,0.27873
2024-05-17 Kl. 17-18,0.28600,0.29458,0.07241,0.05793,0.28600
2024-05-17 Kl. 18-19,0.32860,0.37934,0.10410,0.08328,0.32860
2024-05-17 Kl. 19-20,0.39271,0.39271,0.08564,0.06851,0.39271
2024-05-17 Kl. 20-21,0.40086,0.41584,0.06005,0.04804,0.40086
2024-05-17 Kl. 21-22,0.39446,0.46076,0.01803,0.01442,0.39446
2024-05-17 Kl. 22-23,0.39113,0.43823,0.00145,0.00116,0.39113
2024-05-17 Kl. 23-00,0.37804,0.42965,-0.00012,-0.00012,0.37804
2024-05-18 Kl. 00-01,0.37850,0.47265,0.01773,0.01418,0.37850
2024-05-18 Kl. 01-02,0.33171,0.47208,0.00654,0.00523,0.33171
2024-05-18 Kl. 02-03,0.31298,0.48283,0.00276,0.00221,0.31298
2024-05-18 Kl. 03-04,0.30614,0.49241,0.00741,0.00593,0.30614
2024-05-18 Kl. 04-05,0.30513,0.49139,0.01424,0.01139,0.30513
2024-05-18 Kl. 05-06,0.30251,0.49808,0.02064,0.01651,0.30251
2024-05-18 Kl. 06-07,0.29190,0.53150,0.03589,0.02871,0.29190
2024-05-18 Kl. 07-08,0.30280,0.64338,0.07193,0.05754,0.30280
2024-05-18 Kl. 08-09,0.33651,0.65906,0.11580,0.09264,0.33651
2024-05-18 Kl. 09-10,0.40785,0.48471,0.10795,0.08636,0.40785
2024-05-18 Kl. 10-11,0.31224,0.41322,0.07193,0.05754,0.31224
2024-05-18 Kl. 11-12,0.01075,0.01075,0.01031,0.00825,0.01075
2024-05-18 Kl. 12-13,-0.00023,-0.00023,-0.00023,-0.00023,-0.00023
2024-05-18 Kl. 13-14,-0.01465,-0.01465,-0.00093,-0.00093,-0.01465
2024-05-18 Kl. 14-15,-0.03150,-0.03150,-0.00093,-0.00093,-0.03150
2024-05-18 Kl. 15-16,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012
2024-05-18 Kl. 16-17,0.27389,0.41119,0.00654,0.00523,0.27389
2024-05-18 Kl. 17-18,0.31892,0.48761,0.04911,0.03929,0.31892
2024-05-18 Kl. 18-19,0.31980,0.65790,0.06234,0.04987,0.31980
2024-05-18 Kl. 19-20,0.41599,0.64744,0.07164,0.05731,0.41599
2024-05-18 Kl. 20-21,0.41961,0.66749,0.07134,0.05707,0.41961
2024-05-18 Kl. 21-22,0.37473,0.68595,0.06015,0.04812,0.37473
2024-05-18 Kl. 22-23,0.30991,0.66823,0.05361,0.04289,0.30991
2024-05-18 Kl. 23-00,0.31471,0.66749,0.04359,0.03487,0.31471
2024-05-19 Kl. 00-01,0.37907,0.66546,0.03909,0.03127,0.37907
2024-05-19 Kl. 01-02,0.36310,0.66095,0.03604,0.02883,0.36310
2024-05-19 Kl. 02-03,0.35641,0.66053,0.03778,0.03022,0.35641
2024-05-19 Kl. 03-04,0.33970,0.66023,0.04141,0.03313,0.33970
2024-05-19 Kl. 04-05,0.33970,0.66023,0.04141,0.03313,0.33970
2024-05-19 Kl. 05-06,0.33970,0.66037,0.04229,0.03383,0.33970
2024-05-19 Kl. 06-07,0.26938,0.68058,0.05188,0.04150,0.26938
2024-05-19 Kl. 07-08,0.26968,0.66430,0.04606,0.03685,0.26968
2024-05-19 Kl. 08-09,0.33956,0.57755,0.07338,0.05870,0.33956
2024-05-19 Kl. 09-10,0.25456,0.45159,0.04229,0.03383,0.25456
2024-05-19 Kl. 10-11,0.03501,0.03501,0.02078,0.01662,0.03501
2024-05-19 Kl. 11-12,-0.00209,-0.00209,0.01744,0.01395,-0.00209
2024-05-19 Kl. 12-13,-0.02394,-0.02394,0.01075,0.00860,-0.02394
2024-05-19 Kl. 13-14,-0.08613,-0.08613,0.00015,0.00012,-0.08613
2024-05-19 Kl. 14-15,-0.17517,-0.17517,0.00000,0.00000,-0.15099
2024-05-19 Kl. 15-16,-0.05823,-0.05823,0.00101,0.00081,-0.05823
2024-05-19 Kl. 16-17,0.02804,0.02804,0.02064,0.01651,0.02804
2024-05-19 Kl. 17-18,0.26880,0.44547,0.02106,0.01685,0.26880
2024-05-19 Kl. 18-19,0.39928,0.58584,0.02150,0.01720,0.39928
2024-05-19 Kl. 19-20,0.40291,0.68639,0.03764,0.03011,0.40291
2024-05-19 Kl. 20-21,0.42819,0.70745,0.11668,0.09334,0.42819
2024-05-19 Kl. 21-22,0.40538,0.71631,0.11841,0.09473,0.40538
2024-05-19 Kl. 22-23,0.39056,0.68668,0.12438,0.09950,0.39056
2024-05-19 Kl. 23-00,0.38126,0.67970,0.11755,0.09404,0.38126
2024-05-20 Kl. 00-01,0.42674,0.70818,0.15678,0.12542,0.42674
2024-05-20 Kl. 01-02,0.42441,0.70673,0.12205,0.09764,0.42441
2024-05-20 Kl. 02-03,0.42034,0.70760,0.09285,0.07428,0.42034
2024-05-20 Kl. 03-04,0.41875,0.70774,0.07294,0.05835,0.41875
2024-05-20 Kl. 04-05,0.41918,0.70745,0.09285,0.07428,0.41918
2024-05-20 Kl. 05-06,0.41976,0.70833,0.07178,0.05742,0.41976
2024-05-20 Kl. 06-07,0.43183,0.71311,0.15169,0.12135,0.43183
2024-05-20 Kl. 07-08,0.43604,0.72096,0.40654,0.32523,0.43604
2024-05-20 Kl. 08-09,0.49371,0.70033,0.49371,0.39497,0.49371
2024-05-20 Kl. 09-10,0.42689,0.57480,0.42689,0.34151,0.42689
2024-05-20 Kl. 10-11,0.37690,0.37690,0.18031,0.14425,0.37690
2024-05-20 Kl. 11-12,0.09241,0.09241,0.09241,0.07393,0.09241
2024-05-20 Kl. 12-13,0.03604,0.03604,0.04359,0.03487,0.03604
2024-05-20 Kl. 13-14,0.00015,0.00015,0.02121,0.01697,0.00015
2024-05-20 Kl. 14-15,0.00029,0.00029,0.02078,0.01662,0.00029
2024-05-20 Kl. 15-16,0.11159,0.11159,0.09285,0.07428,0.11159
2024-05-20 Kl. 16-17,0.42180,0.50156,0.13688,0.10950,0.42180
2024-05-20 Kl. 17-18,0.43385,0.62361,0.38896,0.31117,0.43385
2024-05-20 Kl. 18-19,0.46175,0.72169,0.46175,0.36940,0.46175
2024-05-20 Kl. 19-20,0.49358,0.72518,0.49358,0.39486,0.49358
2024-05-20 Kl. 20-21,0.49358,0.72634,0.48456,0.38765,0.49358
2024-05-20 Kl. 21-22,0.47221,0.72125,0.44258,0.35406,0.47221
2024-05-20 Kl. 22-23,0.47208,0.72125,0.32373,0.25898,0.47208
2024-05-20 Kl. 23-00,0.45289,0.71530,0.14443,0.11554,0.45289
2024-05-21 Kl. 00-01,0.43894,0.70818,0.15068,0.12054,0.43894
